university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
"Dún Laoghaire Institute of Art, Design and Technology (IADT)",Art + Research collaboration,MA,,,N/A,"Dublin, Ireland",https://www.study.eu/university/dun-laoghaire-institute-of-art-design-and-technology-iadt/ma-art-research-collaboration
Jan Kochanowski University of Kielce,Arts,Master,,,N/A,"Kielce, Poland",https://www.study.eu/university/jan-kochanowski-university-of-kielce/master-arts
University of Galway,Arts,BA,,3,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/arts-9a30c7c2-e1b2-4007-85c2-17efdce671c2
University of Limerick,Arts,BA,,4,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/arts-bba90590-e35d-4840-9ee0-9da9fdc6caec
Jan Kochanowski University of Kielce,Arts,Bachelor,,,N/A,"Kielce, Poland",https://www.study.eu/university/jan-kochanowski-university-of-kielce/bachelor-arts
Maynooth University,Arts,BA,,,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/arts
Arts University Bournemouth,Arts,MRes,,1,N/A,"Poole, United Kingdom",https://www.study.eu/university/arts-university-bournemouth/arts-21340
"Goldsmiths, University of London",Arts Administration and Cultural Policy,MA,22564,1,N/A,"London, United Kingdom",https://www.study.eu/university/goldsmiths-university-of-london/arts-administration-and-cultural-policy
Université catholique de Louvain,Arts and art sciences,PhD,,,N/A,"Louvain-la-Neuve, Belgium",https://www.study.eu/university/universite-catholique-de-louvain/arts-and-art-sciences
Université de Liège,Arts and art sciences,PhD,,,N/A,"Liège, Belgium",https://www.study.eu/university/universite-de-liege/arts-and-art-sciences-b1344d28-df3a-4883-851d-26f27692c0a0
"Goldsmiths, University of London",Arts and Computational Technology,MPhil,37001,2,N/A,"London, United Kingdom",https://www.study.eu/university/goldsmiths-university-of-london/arts-and-computational-technology
London South Bank University,Arts and Creative Industries,MRes,,1,N/A,"London, United Kingdom",https://www.study.eu/university/london-south-bank-university/arts-and-creative-industries-5482
London South Bank University,Arts and Creative Industries,PhD,,3,N/A,"London, United Kingdom",https://www.study.eu/university/london-south-bank-university/arts-and-creative-industries
University of the Arts London,Arts and Cultural Enterprise,MSc,,2,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-the-arts-london/arts-and-cultural-enterprise
University of Southampton,Arts and Cultural Leadership,MA,,,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/ma-arts-and-cultural-leadership
UIC Barcelona,Arts and Cultural Management,Master,,1,N/A,"Barcelona, Spain",https://www.study.eu/university/uic-barcelona/arts-and-cultural-management
University of Groningen,Arts and Culture,MA,,1,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/ma-arts-and-culture-28332
Leiden University,Arts and Culture,MA,,1,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/arts-and-culture-5719
Leiden University,Arts and Culture: Art and Architecture before 1800,MA,,1,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/arts-and-culture-art-and-architecture-before-1800
Leiden University,Arts and Culture: Art of the Contemporary World and World Art Studies,MA,,1,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/arts-and-culture-art-of-the-contemporary-world-and-world-art
Leiden University,"Arts and Culture: Design, Culture & Society",MA,,1,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/arts-and-culture-design-culture-society
Leiden University,Arts and Culture: Early Modern and Medieval Art,MA,,1.5,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/arts-and-culture-early-modern-and-medieval-art
Leiden University,Arts and Culture: Museums and Collections,MA,,1,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/arts-and-culture-museums-and-collections
University of Groningen,Arts and Culture (Research),MA,,1,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/ma-arts-culture-research
Leiden University,Arts and Culture (Research),MA,,2,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/arts-and-culture-research
De Montfort University,Arts and Festivals Management,BA (Hons),,3,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/arts-and-festivals-management
De Montfort University,Arts and Festivals Management (Joint Honours),BA (Hons),,3,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/arts-and-festivals-management-joint-honours
The Open University,Arts and Humanities,BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-2c413489-e810-4f2e-9b39-55539557c3cc
"Birkbeck, University of London",Arts and Humanities,MPhil,30879,2,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/arts-and-humanities
The Open University,Arts and Humanities (Art History),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-art-history
The Open University,Arts and Humanities (Classical Studies),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-classical-studies
The Open University,Arts and Humanities (Creative Writing),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-creative-writing
The Open University,Arts and Humanities (English Language),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-english-language
The Open University,Arts and Humanities (English Literature),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-english-literature
The Open University,Arts and Humanities (French),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-french
The Open University,Arts and Humanities (German),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-german
The Open University,Arts and Humanities (History),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-history
The Open University,Arts and Humanities (Music),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-music
The Open University,Arts and Humanities (Philosophy),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-philosophy
The Open University,Arts and Humanities (Religious Studies),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-religious-studies
The Open University,Arts and Humanities (Spanish),BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/arts-and-humanities-spanish
"Birkbeck, University of London",Arts and Media Management,BA (Hons),56511,3,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/arts-and-media-management
"Birkbeck, University of London",Arts and Media Management with Foundation Year,BA (Hons),75348,4,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/arts-and-media-management-with-foundation-year
Utrecht University,Arts and Society,MA,,1,N/A,"Utrecht, Netherlands",https://www.study.eu/university/utrecht-university/arts-and-society
University of Liverpool,Arts: Architecture,MRes,,1,N/A,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/arts-architecture
Newcastle University,"Arts, Business and Creativity",MA,,1,N/A,"Newcastle upon Tyne, United Kingdom",https://www.study.eu/university/newcastle-university/arts-business-and-creativity
University of the Arts The Hague,ArtScience,MMus,,2,N/A,"The Hague, Netherlands",https://www.study.eu/university/university-of-the-arts-the-hague/mmus-artscience
University of the Arts The Hague,ArtScience,BA,,4,N/A,"The Hague, Netherlands",https://www.study.eu/university/university-of-the-arts-the-hague/ba-artscience
University of Applied Arts Vienna,Art & Science,MA,,2,N/A,"Vienna, Austria",https://www.study.eu/university/university-of-applied-arts-vienna/ma-art-science
ITMO University,Art & Science,Master,,2,N/A,"Saint Petersburg, Russia",https://www.study.eu/university/itmo-university/art-science
University of Groningen,"Arts, Cognition and Criticism",MA,,1,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/ma-arts-cognition-and-criticism
University of Liverpool,Arts: Communication and Media,MRes,,1,N/A,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/arts-communication-and-media
University for the Creative Arts,Arts & Cultural Management,BSc (Hons),,3,N/A,"Farnham, United Kingdom",https://www.study.eu/university/university-for-the-creative-arts/arts-cultural-management-22064
Burgundy School of Business (BSB),Arts & Cultural Management,MSc,16417,1,N/A,"Dijon, France",https://www.study.eu/university/burgundy-school-of-business-bsb/arts-cultural-management-18903
University of Groningen,"Arts, Culture and Media",BA,,3,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/ba-arts-culture-and-media
VU Amsterdam,Arts & Culture: Comparative Arts and Media Studies,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-arts-culture-comparative-arts-and-media-studies
VU Amsterdam,Arts & Culture: Contemporary Art History,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-arts-culture-contemporary-art-history
VU Amsterdam,Arts & Culture: Design Cultures,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-arts-culture-design-cultures
Aalto University,Arts Design and Architecture,PhD,,4,N/A,"Helsinki, Finland",https://www.study.eu/university/aalto-university/phd-arts-design-and-architecture
University of Limerick,Arts in Applied Languages,BA,,4,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/arts-in-applied-languages
University of Limerick,Arts in Law and Accounting,BA,,4,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/arts-in-law-and-accounting
University of Limerick,Arts in Performing Arts,BA,,4,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/arts-in-performing-arts
Dublin City University (DCU),Arts: Joint Honours,BA,,,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/arts-joint-honours
Dublin City University (DCU),Arts: Joint Honours (Humanities),BA,,3,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/arts-joint-honours-humanities
Dublin City University (DCU),Arts: Joint Honours (Languages),BSc,,3,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/arts-joint-honours-languages
Dublin City University (DCU),Arts: Joint Honours (Law),BA,,3,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/arts-joint-honours-law
Dublin City University (DCU),Arts: Joint Honours (Media Studies),BA,,3,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/arts-joint-honours-media-studies
Dublin City University (DCU),Arts: Joint Honours (Politics),BA,,3,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/arts-joint-honours-politics
Middlesex University London,Arts Management,MA,18164,1,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/arts-management-10431
Jam Music Lab Private University,Arts Management,BA,,3,N/A,"Vienna, Austria",https://www.study.eu/university/jam-music-lab-private-university/ba-arts-management
"Birkbeck, University of London",Arts Management,MPhil,30879,2,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/arts-management
Royal Welsh College of Music and Drama,Arts Management,MA,,1,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/royal-welsh-college-of-music-and-drama/arts-management-5486
"Dún Laoghaire Institute of Art, Design and Technology (IADT)",Arts Management,BA (Hons),,4,N/A,"Dublin, Ireland",https://www.study.eu/university/dun-laoghaire-institute-of-art-design-and-technology-iadt/ba-hons-arts-management
