university_name,program_name,degree,tuition_fee_usd_total,program_duration,global_ranking,university_location,url
University of Sussex,Education (full time),MA,N/A,N/A,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ma-education-full-time
University of Derby,Education (full-time),MA,N/A,1 year full-time,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-full-time
University College Cork (UCC),Education Gaeilge,Bachelor,N/A,4 years,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/education-gaeilge
Dublin City University (DCU),Education - Gaeltacht Applicants Pathway (Restricted Entry),Bachelor,N/A,4 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-gaeltacht-applicants-pathway-restricted-entry
Rotterdam University of Applied Sciences,Education in Arts,Master,N/A,N/A,N/A,"Rotterdam, Netherlands",https://www.study.eu/university/rotterdam-university-of-applied-sciences/master-education-in-arts
King's College London,Education in Arts & Cultural Settings,MA,N/A,1 year full-time / part-time,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/education-in-arts-cultural-settings
Dublin City University (DCU),Education in Autism,MEd,N/A,2 years part-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-in-autism
University of Hull,"Education, Inclusion and Special Needs",MA,"16,675 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Hull, United Kingdom",https://www.study.eu/university/university-of-hull/education-inclusion-and-special-needs
University of Galway,"Education in Design, Learning and Technology",MEd,N/A,2 years part-time,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/education-in-design-learning-and-technology
Dublin City University (DCU),Education in Early Childhood Education,MEd,N/A,2 years part-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-in-early-childhood-education
University of Limerick,Education in Educational Leadership,Master,N/A,2 years part-time,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/education-in-educational-leadership
University of Limerick,Education in Languages,Bachelor,N/A,4 years,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/education-in-languages
Dublin City University (DCU),Education in Literacy Professional Practice,MEd,N/A,2 years part-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-in-literacy-professional-practice
University of Manchester,Education (International),MA,"20,677 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/education-international
Dublin City University (DCU),Education - Irish Sign Language Pathway ISL (Restricted Entry),Bachelor,N/A,4 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-irish-sign-language-pathway-isl-restricted-entry
University of Sheffield,Education (Language and Education),MA,N/A,1 year full-time,N/A,"Sheffield, United Kingdom",https://www.study.eu/university/university-of-sheffield/education-language-and-education
University of Galway,Education Leadership,MEd,N/A,1 year part-time,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/education-leadership
Oxford Brookes University,Education - Leadership and Management (MA),MA,N/A,1 year full-time,N/A,"Oxford, United Kingdom",https://www.study.eu/university/oxford-brookes-university/education-leadership-and-management-ma
University of Derby,Education (Leadership and Management) (Online),MA,N/A,N/A,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-leadership-and-management-online
University of Derby,Education: Leadership and Management (pathway),MA,N/A,1 year full-time / part-time,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-leadership-and-management-pathway
University of Bristol,Education (Leadership and Policy),MSc,"19,877 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/education-leadership-and-policy
University of Derby,Education: Leadership Coaching and Mentoring (pathway),MA,N/A,1 year full-time / part-time,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-leadership-coaching-and-mentoring-pathway
Keele University,Education Leadership Management - Online,MA,N/A,2 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-leadership-management-online
Griffith College,"Education, Learning and Development",MA,N/A,N/A,N/A,"Dublin, Ireland",https://www.study.eu/university/griffith-college/ma-education-learning-and-development
University of East Anglia,"Education (Learning, Pedagogy and Assessment)",MA,"19,343 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Norwich, United Kingdom",https://www.study.eu/university/university-of-east-anglia/education-learning-pedagogy-and-assessment
University of Bristol,"Education (Learning, Technology and Society)",MSc,"19,877 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/education-learning-technology-and-society
University College Dublin (UCD),Education & Lifelong Learning,MLitt,N/A,2 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/education-lifelong-learning-dae9fe4a-0ea4-4e2d-888a-b99514d81a3f
University College Dublin (UCD),Education & Lifelong Learning,PhD,N/A,3 years full-time / part-time,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/education-lifelong-learning-6d41999e-c655-40cd-b84a-b0cf90d12570
"Birkbeck, University of London",Education/Lifelong Learning,MPhil,"30,616 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/education-lifelong-learning
University of Derby,Education: Lifelong Learning (pathway),MA,N/A,1 year full-time / part-time,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-lifelong-learning-pathway
University of Latvia,Education Management,PhD,N/A,3 years (216 ECTS) full-time,N/A,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/education-management-3430
University of Wales Trinity Saint David,Education Management,MBA,N/A,1.5 years full-time,N/A,"Carmarthen, United Kingdom",https://www.study.eu/university/university-of-wales-trinity-saint-david/education-management
King's College London,Education Management,MA,N/A,1 year full-time / part-time,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/education-management-a020344f-ee06-4b78-8a89-5b2d190578b4
University of Southampton,Education Management and Leadership,MSc,N/A,N/A,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/msc-education-management-and-leadership
Aberystwyth University,Education/Mathematics,BSc (Hons),"54,428 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/education-mathematics
University of Bristol,Education (Mathematics Education),MSc,"19,877 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/education-mathematics-education
University of Bristol,Education (Neuroscience and Education),MSc,"19,877 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/education-neuroscience-and-education
University of Southampton,Education Online,MSc,N/A,2 years part-time,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/university-of-southampton/msc-education-online
Keele University,Education - Online,MA,N/A,2 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-online-c3d3c34e-9574-4142-9eb9-e1cb733d5b02
University of Derby,Education (Online),MA,N/A,N/A,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-online
University of Sussex,Education (part time),MA,N/A,N/A,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ma-education-part-time
University of Derby,Education (part-time),MA,N/A,N/A,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-part-time
University of Cyprus,Education Policies for Global Development,Master,N/A,N/A,N/A,"Nicosia, Cyprus",https://www.study.eu/university/university-of-cyprus/master-education-policies-for-global-development
University of Bristol,Education (Policy and International Development),MSc,"19,877 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/education-policy-and-international-development
King's College London,"Education, Policy & Society",MA,N/A,1 year full-time / part-time,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/education-policy-society
Dublin City University (DCU),Education (Post Primary Education),MEd,N/A,2 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-post-primary-education
"Birkbeck, University of London","Education, Power and Social Change",MSc,"18,343 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/education-power-and-social-change
De Montfort University,Education Practice,MA,N/A,1 year,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/education-practice
University of Southampton,Education Practice and Innovation,MSc,N/A,N/A,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/msc-education-practice-and-innovation
Maynooth University,Education (Primary),MEd,N/A,N/A,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/education-primary
University of Derby,Education: Primary Mathematics (pathway),MA,N/A,1 year full-time / part-time,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-primary-mathematics-pathway
Maynooth University,Education -Primary Teaching,Bachelor,N/A,N/A,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/education-primary-teaching-5674bb9a-8d7f-4af5-95f9-9ddd0b3ff979
Dublin City University (DCU),Education (Primary Teaching),MEd,N/A,2 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-primary-teaching
University of Bristol,Education (Psychology of Education),MSc,"19,877 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/education-psychology-of-education
University of Glasgow,"Education, Public Policy & Equity",MSc,N/A,1 year full-time / part-time,N/A,"Glasgow, United Kingdom",https://www.study.eu/university/university-of-glasgow/education-public-policy-equity
University of Helsinki,"Education, Schooling and Learning",PhD,N/A,N/A,N/A,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/school-education-society-and-culture
University of Latvia,Education Sciences,Master,N/A,N/A,N/A,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/education-sciences
University of Trás-os-Montes and Alto Douro,Education Sciences,PhD,N/A,N/A,N/A,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/phd-education-sciences
