university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
University of Manchester,Economics,MSc,22678.0,1.0,47,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/economics-5068
University of Manchester,Economics,PhD,62032.0,3.0,47,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/economics-5069
University of Northampton,Economics,MSc,,1.0,1818,"Northampton, United Kingdom",https://www.study.eu/university/university-of-northampton/economics-5070
University of Sheffield,Economics,MSc,20344.0,1.0,110,"Sheffield, United Kingdom",https://www.study.eu/university/university-of-sheffield/economics-5073
University of Southampton,Economics,MRes,,,523,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/mres-economics
University of Southampton,Economics,MSc,,,523,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/economics-5075
University of St Andrews,Economics,MSc,21678.0,1.0,381,"St Andrews, United Kingdom",https://www.study.eu/university/university-of-st-andrews/economics-5077
Tilburg University,Economics,MSc,,1.0,603,"Tilburg, Netherlands",https://www.study.eu/university/tilburg-university/economics-5913
University of Groningen,Economics,MSc,,1.0,74,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/economics-5944
Umeå University,Economics,Master,,2.0,10705,"Umeå, Sweden",https://www.study.eu/university/umea-university/economics-7461
Uppsala University,Economics,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/economics-7462
Lund University,Economics,Master,,2.0,14312,"Lund, Sweden",https://www.study.eu/university/lund-university/economics-7463
University of Gothenburg,Economics,MSc,,2.0,144,"Gothenburg, Sweden",https://www.study.eu/university/university-of-gothenburg/economics-7464
Stockholm School of Economics,Economics,MSc,,2.0,1464,"Stockholm, Sweden",https://www.study.eu/university/stockholm-school-of-economics/economics-8031
FAU Erlangen-Nürnberg,Economics,MSc,,2.0,N/A,"Erlangen, Germany",https://www.study.eu/university/fau-erlangen-nurnberg/msc-economics-8246
Friedrich Schiller University Jena,Economics,MSc,,2.0,289,"Jena, Germany",https://www.study.eu/university/friedrich-schiller-university-jena/master-of-science-in-economics-8303
Goethe University Frankfurt,Economics,PhD,,4.0,1648,"Frankfurt am Main, Germany",https://www.study.eu/university/goethe-university-frankfurt/phd-programme-in-economics
Heidelberg University,Economics,MSc,,2.0,N/A,"Heidelberg, Germany",https://www.study.eu/university/heidelberg-university/master-of-science-in-health-economics
Heinrich Heine University Düsseldorf,Economics,MSc,,2.0,416,"Düsseldorf, Germany",https://www.study.eu/university/heinrich-heine-university-dusseldorf/msc-economics-8385
University of Hohenheim,Economics,MSc,,2.0,767,"Stuttgart, Germany",https://www.study.eu/university/university-of-hohenheim/agricultural-economics-agecon
Ludwig Maximilians University Munich,Economics,MSc,,2.0,127,"Munich, Germany",https://www.study.eu/university/ludwig-maximilians-university-munich/economics-8669
University of Zurich,Economics,PhD,,,81,"Zurich, Switzerland",https://www.study.eu/university/university-of-zurich/economics-e03c7baa-29fb-495c-bfe5-ce2bc727b947
University of Zurich,Economics,MA,,,81,"Zurich, Switzerland",https://www.study.eu/university/university-of-zurich/economics-aed148b7-8691-4cd6-bbc5-00bca1e3612c
University of Geneva,Economics,PhD,,,N/A,"Geneva, Switzerland",https://www.study.eu/university/university-of-geneva/economics-ebe12b7d-2754-4fde-8682-8d3a9d21c03c
University of Geneva,Economics,MSc,1885.0,1.5,N/A,"Geneva, Switzerland",https://www.study.eu/university/university-of-geneva/economics-8912
University of Lausanne,Economics,Master,,,259,"Lausanne, Switzerland",https://www.study.eu/university/university-of-lausanne/economics-52357b85-4b07-4d0c-a15c-ad869f172493
Université catholique de Louvain,Economics,Master,,,291,"Louvain-la-Neuve, Belgium",https://www.study.eu/university/universite-catholique-de-louvain/economics-7c104ed2-4c52-4ee4-955f-e2940a4a21a2
University of Namur,Economics,Master,,2.0,N/A,"Namur, Belgium",https://www.study.eu/university/university-of-namur/economics-a70b2319-fbd4-430b-a0a5-12a952c6ddfb
University of Cambridge,Economics,BA (Hons),,3.0,4,"Cambridge, United Kingdom",https://www.study.eu/university/university-of-cambridge/ba-hons-economics
King's College London,Economics,BSc,,3.0,42,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/economics-7198dff2-9834-4815-9694-1a988279d890
South Ural State University,Economics,Master,,2.0,867,"Chelyabinsk, Russia",https://www.study.eu/university/south-ural-state-university/economics-536beb95-b275-470e-a5f5-3c975c24ce42
Universität Hamburg,Economics,MSc,,2.0,134,"Hamburg, Germany",https://www.study.eu/university/universitat-hamburg/economics-10113
Middlesex University London,Economics,BA,50026.0,3.0,873,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/economics-05480e4d-e1b9-46d4-a279-bed4ed59aa02
Middlesex University London,Economics,BSc,50026.0,3.0,873,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/economics-e5408d6e-9ca4-4be9-8d70-2b94d32190b8
Sapienza University of Rome,Economics,MSc,2307.0,2.0,N/A,"Rome, Italy",https://www.study.eu/university/sapienza-university-of-rome/economics-10568
University of Bologna,Economics,Master,,2.0,2215,"Bologna, Italy",https://www.study.eu/university/university-of-bologna/economics-56b551df-1cc0-4cfe-a988-ecaab3890418
University of Turin,Economics,Master,,,N/A,"Turin, Italy",https://www.study.eu/university/university-of-turin/economics-f7cb4240-a571-4fea-9cdc-b788eef94d48
University of York,Economics,MSc,,1.0,184,"York, United Kingdom",https://www.study.eu/university/university-of-york/economics-d4af1913-8125-45a9-8587-0a0f467e19b1
University of Cologne,Economics,MSc,,2.0,N/A,"Cologne, Germany",https://www.study.eu/university/university-of-cologne/msc-economics-10868
Ruhr University Bochum,Economics,MSc,,,382,"Bochum, Germany",https://www.study.eu/university/ruhr-university-bochum/economics-10884
University of Lodz,Economics,Master,,,2593,"Lodz, Poland",https://www.study.eu/university/university-of-lodz/economics-11211
University of Aberdeen,Economics,MA (UG),81643.0,4.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/economics-11518
Aalto University,Economics,B+M,,5.0,20663,"Helsinki, Finland",https://www.study.eu/university/aalto-university/b-m-economics
University of Freiburg,Economics,MSc,,2.0,187,"Freiburg, Germany",https://www.study.eu/university/university-of-freiburg/economics-11752
University of Tübingen,Economics,Master,,2.0,210,"Tübingen, Germany",https://www.study.eu/university/university-of-tubingen/economics-11778
Aberystwyth University,Economics,BSc (Hons),54428.0,3.0,905,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/economics-11972
Maynooth University,Economics,MSc,,,1835,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/economics-7632cfa7-412d-44ef-b012-80ab4714c144
Trinity College Dublin (TCD),Economics,MSc,,1.0,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/economics-d5aeb304-5537-492e-8695-1e27ca4937b0
University College Cork (UCC),Economics,BA (Hons),,3.0,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/economics-80d894b4-4823-4ad7-a93f-4714b1aba67c
University College Cork (UCC),Economics,MSc,,1.0,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/economics-b134bf98-1c9a-4965-bec3-8689e8b9374b
University College Dublin (UCD),Economics,BSc (Hons),,3.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/economics-f148bae9-251f-4e90-b72f-74b3fa2c7161
University College Dublin (UCD),Economics,PhD,,3.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/economics-eebef3af-e4e3-4eb3-ace5-8a03ff817bab
The Open University,Economics,BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/economics-10c338c3-d9fe-4a49-baf5-9772b0fbdc80
Sant’Anna School of Advanced Studies,Economics,MSc,,,N/A,"Pisa, Italy",https://www.study.eu/university/sant-anna-school-of-advanced-studies/economics-dd94e723-6229-4bd4-82ac-824d03758605
Sant’Anna School of Advanced Studies,Economics,PhD,,,N/A,"Pisa, Italy",https://www.study.eu/university/sant-anna-school-of-advanced-studies/economics-df9dce9f-1306-450b-8bfc-6de5950363e2
University of Trento,Economics,Master,,,N/A,"Trento, Italy",https://www.study.eu/university/university-of-trento/economics-c6122353-a7d6-4cb3-8cff-c2795af881fc
University of Pisa,Economics,MSc,,2.0,N/A,"Pisa, Italy",https://www.study.eu/university/university-of-pisa/economics-299724e1-ec82-492d-9688-ab60349bb73e
University of Valencia,Economics,Master,,1.0,1160,"Valencia, Spain",https://www.study.eu/university/university-of-valencia/economics-5db2b345-5273-4254-bb18-3fc8c1f04795
University of Granada,Economics,Master,,1.0,N/A,"Granada, Spain",https://www.study.eu/university/university-of-granada/economics-171f9864-ad40-410c-b0b4-c3fa3c2c05a2
Jaume I University,Economics,Master,,,N/A,"Castelló de la Plana, Spain",https://www.study.eu/university/jaume-i-university/economics-e58f1087-9b01-4da5-b5ba-d75262650277
King Juan Carlos University,Economics,Bachelor,,4.0,N/A,"Madrid, Spain",https://www.study.eu/university/king-juan-carlos-university/economics-85607e2f-65d8-41dc-8f55-d1cd7a26cbc0
IE University,Economics,Bachelor,96928.0,4.0,180,"Segovia, Spain",https://www.study.eu/university/ie-university/economics-42ccd937-ebd1-4bdc-807a-6a28d0e42596
Universidad Carlos III de Madrid,Economics,Master,,,486,"Madrid, Spain",https://www.study.eu/university/universidad-carlos-iii-de-madrid/economics-a69e5c7f-ca9d-4d1d-abf0-a0fd990bb3ba
University of Barcelona,Economics,Master,,,75,"Barcelona, Spain",https://www.study.eu/university/university-of-barcelona/economics-80c3a277-1dee-4045-9917-0f055ac4a31e
Barcelona School of Economics,Economics,Master,,0.83,4120,"Barcelona, Spain",https://www.study.eu/university/barcelona-school-of-economics/economics-15237
Cardiff University,Economics,Bachelor,70637.0,3.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/economics-a76cf8ff-0d66-4442-9c69-5d65d5d3fa4f
University of Dundee,Economics,BSc (Hons),96851.0,4.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/economics-f9bed1c1-5eae-4d54-bfb9-8c5163d28358
"Goldsmiths, University of London",Economics,BA (Hons),,3.0,1104,"London, United Kingdom",https://www.study.eu/university/goldsmiths-university-of-london/economics-60a9debf-f439-489f-8436-71c7c16733e1
University of Edinburgh,Economics,M (UG),111792.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/economics-6206b43a-fd51-4cc9-8977-ed99ae4a1ab0
"Birkbeck, University of London",Economics,BSc (Hons),56029.0,3.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/economics-4d01645c-cc29-4a36-bfab-6c58e1fff941
KU Leuven,Economics,AdvM,,1.0,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/advm-economics
Ghent University,Economics,MSc,,,95,"Ghent, Belgium",https://www.study.eu/university/ghent-university/economics-de9dd0a5-5d11-422f-ab04-da71a4df5e8f
Brunel University London,Economics,BSc (Hons),54902.0,3.0,413,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/economics-e88d4fc9-4d99-44d6-9239-7176121176aa
University of Derby,Economics,BA (Hons),,3.0,1005,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/economics-ea7ea550-1751-4925-a8ce-c4472edfa1d5
De Montfort University,Economics,BA (Hons),,3.0,715,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/economics-18587
De Montfort University,Economics,BSc,,3.0,715,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/economics-18656
University of Zagreb,Economics,Bachelor,,4.0,429,"Zagreb, Croatia",https://www.study.eu/university/university-of-zagreb/economics-18984
University of Zagreb,Economics,Master,,1.0,429,"Zagreb, Croatia",https://www.study.eu/university/university-of-zagreb/economics-18985
Nova School of Business & Economics,Economics,Master,,1.5,N/A,"Lisbon, Portugal",https://www.study.eu/university/nova-school-of-business-economics/economics-19009
King's College London,Economics,BSc (Hons),,3.0,42,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/economics-367e6cf5-c92f-4230-8ed3-f42d75342bff
Keele University,Economics,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/economics-fb2f27eb-bafa-4d3c-b754-e966e1a05a4d
